代碼,日期,淨值,幣別,名稱,投信代碼,投信,分類
T3295G,2026-07-15,18.2306,TWD,野村多元收益多重資產基金-累積N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295H,2026-07-15,10.9609,TWD,野村多元收益多重資產基金-月配N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295J,2026-07-15,10.5917,USD,野村多元收益多重資產基金-月配N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295K,2026-07-15,9.9994,CNY,野村多元收益多重資產基金-月配N類型人民幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295L,2026-07-15,12.2205,USD,野村多元收益多重資產基金-累積N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295M,2026-07-15,11.6378,TWD,野村多元收益多重資產基金-TISA類型新臺幣計價(本基金有相當比重投資於非投資等,A0032,野村投信,被動ETF/共同基金
T3217A,2026-07-15,25.61,TWD,野村亞太高股息基金累積型新臺幣計價(本基金並無保證收益),A0032,野村投信,主動ETF-股
T3217B,2026-07-15,16.5,TWD,野村亞太高股息基金季配型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配,A0032,野村投信,被動ETF/共同基金
T3217E,2026-07-15,10.79,CNY,野村亞太高股息基金-累積型人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3217F,2026-07-15,10.76,CNY,野村亞太高股息基金-季配型人民幣計價(本基金之配息來源可能為本金且並無保證收益及,A0032,野村投信,被動ETF/共同基金
T3217S,2026-07-15,11.88,TWD,野村亞太高股息基金-S類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3237Y,2026-07-15,26.37,TWD,野村全球生技醫療基金,A0032,野村投信,被動ETF/共同基金
T32G8A,2026-07-15,10.977,TWD,野村全球金融收益基金-累積類型新臺幣計價(本基金並無保證收益),A0032,野村投信,主動ETF-股
T32G8B,2026-07-15,7.2474,TWD,野村全球金融收益基金-月配類型新臺幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32G8S,2026-07-15,10.564,TWD,野村全球金融收益基金-S類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8C,2026-07-15,11.5749,USD,野村全球金融收益基金-累積類型美元計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8D,2026-07-15,7.6337,USD,野村全球金融收益基金-月配類型美元計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,主動ETF-債
T32G8E,2026-07-15,11.2188,CNY,野村全球金融收益基金-累積類型人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8F,2026-07-15,7.4923,CNY,野村全球金融收益基金-月配類型人民幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32G8G,2026-07-15,10.5096,TWD,野村全球金融收益基金-累積N類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8H,2026-07-15,7.1139,TWD,野村全球金融收益基金-月配N類型新臺幣計價(本基金之配息來源可能為本金且並無保證,A0032,野村投信,被動ETF/共同基金
T32G8J,2026-07-15,7.4877,USD,野村全球金融收益基金-月配N類型美元計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32G8K,2026-07-15,7.3306,CNY,野村全球金融收益基金-月配N類型人民幣計價(本基金之配息來源可能為本金且並無保證,A0032,野村投信,被動ETF/共同基金
T32G8L,2026-07-15,10.0833,USD,野村全球金融收益基金-累積N類型美元計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8M,2026-07-15,9.7206,JPY,野村全球金融收益基金-月配類型日幣計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,被動ETF/共同基金
T32G8N,2026-07-15,9.7223,JPY,野村全球金融收益基金-月配N類型日幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32Q7A,2026-07-15,11.113,TWD,野村特別時機非投資等級債券基金-累積類型新臺幣計價,A0032,野村投信,主動ETF-股
T32Q7B,2026-07-15,7.439,TWD,野村特別時機非投資等級債券基金-月配類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7C,2026-07-15,11.1063,TWD,野村特別時機非投資等級債券基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T32Q7D,2026-07-15,7.4372,TWD,野村特別時機非投資等級債券基金-月配N類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T32Q7E,2026-07-15,10.8687,USD,野村特別時機非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T32Q7F,2026-07-15,7.2516,USD,野村特別時機非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7G,2026-07-15,10.8694,USD,野村特別時機非投資等級債券基金-累積N類型美元計價,A0032,野村投信,被動ETF/共同基金
T32Q7H,2026-07-15,7.252,USD,野村特別時機非投資等級債券基金-月配N類型美元計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7J,2026-07-15,10.3216,CNY,野村特別時機非投資等級債券基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T32Q7K,2026-07-15,7.1121,CNY,野村特別時機非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7L,2026-07-15,7.1132,CNY,野村特別時機非投資等級債券基金-月配N類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7M,2026-07-15,7.2227,AUD,野村特別時機非投資等級債券基金-月配類型澳幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7N,2026-07-15,7.2023,AUD,野村特別時機非投資等級債券基金-月配N類型澳幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7S,2026-07-15,12.1238,TWD,野村特別時機非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T32S3A,2026-07-15,9.97,TWD,野村全球正向效應成長基金-累積類型新臺幣(本基金非屬環境、社會及治理相關主題基金,A0032,野村投信,主動ETF-股
T32S3B,2026-07-15,8.91,TWD,野村全球正向效應成長基金-季配類型新臺幣(本基金配息來源可能為本金且非屬環境、社,A0032,野村投信,被動ETF/共同基金
T32S3C,2026-07-15,9.97,TWD,野村全球正向效應成長基金-累積N類型新臺幣(本基金非屬環境、社會及治理相關主題基,A0032,野村投信,被動ETF/共同基金
T32S3D,2026-07-15,8.91,TWD,野村全球正向效應成長基金-季配N類型新臺幣(本基金配息來源可能為本金且非屬環境、,A0032,野村投信,主動ETF-債
T32S3E,2026-07-15,8.59,USD,野村全球正向效應成長基金-累積類型美元(本基金非屬環境、社會及治理相關主題基金),A0032,野村投信,被動ETF/共同基金
T32S3F,2026-07-15,7.56,USD,野村全球正向效應成長基金-季配類型美元(本基金配息來源可能為本金且非屬環境、社會,A0032,野村投信,被動ETF/共同基金
T32S3G,2026-07-15,8.59,USD,野村全球正向效應成長基金-累積N類型美元(本基金非屬環境、社會及治理相關主題基金,A0032,野村投信,被動ETF/共同基金
T32S3H,2026-07-15,7.56,USD,野村全球正向效應成長基金-季配N類型美元(本基金配息來源可能為本金且非屬環境、社,A0032,野村投信,被動ETF/共同基金
T32S3S,2026-07-15,10,TWD,野村全球正向效應成長基金-季配S類型新臺幣(本基金配息來源可能為本金且非屬環境、,A0032,野村投信,被動ETF/共同基金
T32T4A,2026-07-15,16.04,TWD,野村全球基礎建設大未來基金-新臺幣,A0032,野村投信,主動ETF-股
T32T4B,2026-07-15,16.04,TWD,野村全球基礎建設大未來基金-N類型新臺幣,A0032,野村投信,被動ETF/共同基金
T32T4S,2026-07-15,12.17,TWD,野村全球基礎建設大未來基金-S類型新台幣,A0032,野村投信,被動ETF/共同基金
T32T4C,2026-07-15,13.98,USD,野村全球基礎建設大未來基金-美元,A0032,野村投信,被動ETF/共同基金
T32T4D,2026-07-15,13.98,USD,野村全球基礎建設大未來基金-N類型美元,A0032,野村投信,主動ETF-債
T32T4E,2026-07-15,12.59,CNY,野村全球基礎建設大未來基金-人民幣,A0032,野村投信,被動ETF/共同基金
T32T4F,2026-07-15,12.59,CNY,野村全球基礎建設大未來基金-N類型人民幣,A0032,野村投信,被動ETF/共同基金
T32U5A,2026-07-15,13.8569,TWD,野村環球時機多重資產基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,主動ETF-股
T32U5B,2026-07-15,10.8961,TWD,野村環球時機多重資產基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32U5C,2026-07-15,13.8681,TWD,野村環球時機多重資產基金-累積N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T32U5D,2026-07-15,10.8967,TWD,野村環球時機多重資產基金-月配N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,主動ETF-債
T32U5S,2026-07-15,10,TWD,野村環球時機多重資產基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32U5E,2026-07-15,13.6386,USD,野村環球時機多重資產基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32U5F,2026-07-15,10.6876,USD,野村環球時機多重資產基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32U5G,2026-07-15,13.6911,USD,野村環球時機多重資產基金-累積N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32U5H,2026-07-15,10.6857,USD,野村環球時機多重資產基金-月配N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3225Y,2026-07-15,17.341,TWD,野村貨幣市場基金,A0032,野村投信,被動ETF/共同基金
T32V5A,2026-07-15,13.0685,TWD,野村策略轉機多重資產基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,主動ETF-股
T32V5B,2026-07-15,11.3892,TWD,野村策略轉機多重資產基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32V5C,2026-07-15,13.0487,TWD,野村策略轉機多重資產基金-累積N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T32V5D,2026-07-15,11.3841,TWD,野村策略轉機多重資產基金-月配N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,主動ETF-債
T32V5S,2026-07-15,10,TWD,野村策略轉機多重資產基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32V5E,2026-07-15,12.7813,USD,野村策略轉機多重資產基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32V5F,2026-07-15,11.1031,USD,野村策略轉機多重資產基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32V5G,2026-07-15,12.7806,USD,野村策略轉機多重資產基金-累積N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32V5H,2026-07-15,11.1014,USD,野村策略轉機多重資產基金-月配N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32V5J,2026-07-15,10.1052,CNY,野村策略轉機多重資產基金-月配類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32V5K,2026-07-15,10.1144,CNY,野村策略轉機多重資產基金-月配N類型人民幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
00935,2026-07-15,58.17,TWD,野村臺灣創新科技50ETF基金(本基金之配息來源可能為收益平準金),A0032,野村投信,被動ETF/共同基金
00944,2026-07-15,21.73,TWD,野村臺灣趨勢動能高股息ETF基金(本基金之配息來源可能為收益平準金且並無保證收益,A0032,野村投信,被動ETF/共同基金
T3209A,2026-07-15,42.99,TWD,野村全球高股息基金累積型新臺幣計價(本基金並無保證收益),A0032,野村投信,主動ETF-股
T3209B,2026-07-15,24.64,TWD,野村全球高股息基金季配型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配,A0032,野村投信,被動ETF/共同基金
T3209E,2026-07-15,23.15,CNY,野村全球高股息基金-累積類型人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3209F,2026-07-15,16.68,CNY,野村全球高股息基金-季配類型人民幣計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,被動ETF/共同基金
T3209S,2026-07-15,23.31,TWD,野村全球高股息基金-S類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3211Y,2026-07-15,30.19,TWD,野村鑫平衡組合基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3211S,2026-07-15,20.58,TWD,野村鑫平衡組合基金-S類型,A0032,野村投信,被動ETF/共同基金
T3236Y,2026-07-15,134.27,TWD,野村台灣高股息基金-累積類型(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3236S,2026-07-15,18.29,TWD,野村台灣高股息基金-S類型(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3236B,2026-07-15,16.79,TWD,野村台灣高股息基金-月配類型(本基金之配息來源可能為本金且並無保證收益及配息),A0032,野村投信,被動ETF/共同基金
T3236A,2026-07-15,15.97,TWD,野村台灣高股息基金-TISA類型(本基金並無保證收益),A0032,野村投信,主動ETF-股
T32X1A,2026-07-16,15.3719,TWD,野村全球科技多重資產基金-累積類型新臺幣(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,主動ETF-股
T32X1B,2026-07-16,13.4049,TWD,野村全球科技多重資產基金-月配類型新臺幣(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1C,2026-07-16,15.3749,TWD,野村全球科技多重資產基金-累積N類型新臺幣(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32X1D,2026-07-16,13.4042,TWD,野村全球科技多重資產基金-月配N類型新臺幣(本基金有相當比重投資於非投資等級之高,A0032,野村投信,主動ETF-債
T32X1S,2026-07-16,12.2691,TWD,野村全球科技多重資產基金-S類型新臺幣(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1E,2026-07-16,15.5724,USD,野村全球科技多重資產基金-累積類型美元(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1F,2026-07-16,13.6127,USD,野村全球科技多重資產基金-月配類型美元(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1G,2026-07-16,15.5703,USD,野村全球科技多重資產基金-累積N類型美元(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1H,2026-07-16,13.5996,USD,野村全球科技多重資產基金-月配N類型美元(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1J,2026-07-16,12.6365,CNY,野村全球科技多重資產基金-月配類型人民幣(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1K,2026-07-16,12.6374,CNY,野村全球科技多重資產基金-月配N類型人民幣(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32X1L,2026-07-16,13.1504,JPY,野村全球科技多重資產基金-月配類型日幣(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1M,2026-07-16,13.1494,JPY,野村全球科技多重資產基金-月配N類型日幣(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1N,2026-07-16,15.0543,USD,野村全球科技多重資產基金-S類型美元(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32X1P,2026-07-16,13.0764,JPY,野村全球科技多重資產基金-累積類型日幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32X1Q,2026-07-16,13.0849,JPY,野村全球科技多重資產基金-累積N類型日幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
00960,2026-07-16,18.08,TWD,野村全球航運龍頭息收ETF基金(本基金之配息來源可能為收益平準金且並無保證收益及,A0032,野村投信,被動ETF/共同基金
T32Y6A,2026-07-16,11.8966,TWD,野村全天候組合基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,主動ETF-股
T32Y6B,2026-07-16,10.6173,TWD,野村全天候組合基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Y6C,2026-07-16,11.885,TWD,野村全天候組合基金-累積N類型新臺幣計價(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Y6D,2026-07-16,10.6162,TWD,野村全天候組合基金-月配N類型新臺幣計價(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,主動ETF-債
T32Y6S,2026-07-16,10.9463,TWD,野村全天候組合基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32Y6E,2026-07-16,12.1365,USD,野村全天候組合基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32Y6F,2026-07-16,10.8674,USD,野村全天候組合基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32Y6G,2026-07-16,12.1115,USD,野村全天候組合基金-累積N類型美元計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Y6H,2026-07-16,10.8606,USD,野村全天候組合基金-月配N類型美元計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Y6J,2026-07-16,10.5329,ZAR,野村全天候組合基金-月配類型南非幣計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
00971,2026-07-16,17.28,TWD,野村美日ETF傘型基金之美國創新研發龍頭ETF基金,A0032,野村投信,被動ETF/共同基金
00972,2026-07-16,20.48,TWD,野村美日ETF傘型基金之日本價值動能高息ETF基金(本基金之配息來源可能為收益平,A0032,野村投信,被動ETF/共同基金
T32Z9A,2026-07-16,10.0993,TWD,野村全天候環球債券基金-累積類型新臺幣計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,主動ETF-股
T32Z9B,2026-07-16,9.3644,TWD,野村全天候環球債券基金-月配類型新臺幣計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32Z9C,2026-07-16,10.1044,TWD,野村全天候環球債券基金-累積N類型新臺幣計價(本基金有一定比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32Z9D,2026-07-16,9.3683,TWD,野村全天候環球債券基金-月配N類型新臺幣計價(本基金有一定比重投資於非投資等級之,A0032,野村投信,主動ETF-債
T32Z9L,2026-07-16,10,TWD,野村全天候環球債券基金-S類型新臺幣計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9E,2026-07-16,10.4585,USD,野村全天候環球債券基金-累積類型美元計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9F,2026-07-16,9.6864,USD,野村全天候環球債券基金-月配類型美元計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9G,2026-07-16,10.4526,USD,野村全天候環球債券基金-累積N類型美元計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32Z9H,2026-07-16,9.6848,USD,野村全天候環球債券基金-月配N類型美元計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32Z9M,2026-07-16,10,USD,野村全天候環球債券基金-S類型美元計價(本基金有一定比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Z9J,2026-07-16,9.4841,JPY,野村全天候環球債券基金-月配類型日幣計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9K,2026-07-16,9.4773,JPY,野村全天候環球債券基金-月配N類型日幣計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
00980A,2026-07-16,23.08,TWD,野村臺灣智慧優選主動式ETF基金(本基金之配息來源可能為收益平準金),A0032,野村投信,主動ETF-股
00985A,2026-07-16,21.59,TWD,野村臺灣增強50主動式ETF基金,A0032,野村投信,主動ETF-股
009812,2026-07-16,12.57,TWD,野村日本東證ETF基金,A0032,野村投信,被動ETF/共同基金
00987B,2026-07-16,16.1673,TWD,野村澳洲10年期以上主權及類主權債券ETF基金(本基金之配息來源可能為收益平準金,A0032,野村投信,被動ETF/共同基金
T32AWA,2026-07-16,11.16,TWD,野村成長傘型基金之美國增長股票ETF組合基金-累積類型新臺幣計價,A0032,野村投信,主動ETF-股
T32AWB,2026-07-16,10.91,TWD,野村成長傘型基金之美國增長股票ETF組合基金-月配息型新臺幣計價(本基金配息來源,A0032,野村投信,被動ETF/共同基金
T32AWC,2026-07-16,10.91,TWD,野村成長傘型基金之美國增長股票ETF組合基金-月配N類型新臺幣計價(本基金配息來,A0032,野村投信,被動ETF/共同基金
T32AWD,2026-07-16,10.95,USD,野村成長傘型基金之美國增長股票ETF組合基金-累積類型美元計價,A0032,野村投信,主動ETF-債
T32AWE,2026-07-16,10.7,USD,野村成長傘型基金之美國增長股票ETF組合基金-月配息型美元計價(本基金配息來源可,A0032,野村投信,被動ETF/共同基金
T32AWF,2026-07-16,10.7,USD,野村成長傘型基金之美國增長股票ETF組合基金-月配N類型美元計價(本基金配息來源,A0032,野村投信,被動ETF/共同基金
T32AUA,2026-07-16,16.42,TWD,野村成長傘型基金之臺灣創新科技50ETF連結基金-累積類型,A0032,野村投信,主動ETF-股
T32AUB,2026-07-16,15.88,TWD,野村成長傘型基金之臺灣創新科技50ETF連結基金-半年配息型,A0032,野村投信,被動ETF/共同基金
00999A,2026-07-16,10.57,TWD,野村臺灣策略高息主動式ETF基金(本基金之配息來源可能為收益平準金且並無保證收益,A0032,野村投信,主動ETF-股
009821,2026-07-16,12.85,TWD,野村全球稀土與關鍵資源ETF基金,A0032,野村投信,被動ETF/共同基金
T3219Y,2026-07-16,258.41,TWD,野村鴻運基金,A0032,野村投信,被動ETF/共同基金
T3221Y,2026-07-16,147.29,TWD,野村鴻利基金,A0032,野村投信,被動ETF/共同基金
T3218Y,2026-07-16,431.14,TWD,野村台灣運籌基金,A0032,野村投信,被動ETF/共同基金
T3220Y,2026-07-16,42.52,TWD,野村環球基金-累積類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3220E,2026-07-16,33.97,CNY,野村環球基金-人民幣計價,A0032,野村投信,被動ETF/共同基金
T3220C,2026-07-16,29.11,USD,野村環球基金-美元計價,A0032,野村投信,被動ETF/共同基金
T3220S,2026-07-16,26.33,TWD,野村環球基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3223Y,2026-07-16,140.51,TWD,野村積極成長基金,A0032,野村投信,被動ETF/共同基金
T3208Y,2026-07-16,61.07,TWD,野村全球品牌基金-累積類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3208B,2026-07-16,14.31,USD,野村全球品牌基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3208C,2026-07-16,16.24,TWD,野村全球品牌基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3208D,2026-07-16,14.36,USD,野村全球品牌基金-累積N類型美元計價,A0032,野村投信,主動ETF-債
T3203Y,2026-07-16,387.13,TWD,野村成長基金,A0032,野村投信,被動ETF/共同基金
T3228Y,2026-07-16,110.05,TWD,野村高科技基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3228A,2026-07-16,11.89,TWD,野村高科技基金-累積N類型,A0032,野村投信,主動ETF-股
T3204Y,2026-07-16,128.81,TWD,野村平衡基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3204A,2026-07-16,17.31,TWD,野村平衡基金-TISA類型,A0032,野村投信,主動ETF-股
T3205Y,2026-07-16,200.24,TWD,野村ｅ科技基金,A0032,野村投信,被動ETF/共同基金
T3207Y,2026-07-16,542.68,TWD,野村中小基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3207S,2026-07-16,64.03,TWD,野村中小基金-S類型,A0032,野村投信,被動ETF/共同基金
T3201Y,2026-07-16,422.19,TWD,野村優質基金-累積類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3201S,2026-07-16,120.6,TWD,野村優質基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3201A,2026-07-16,20.49,TWD,野村優質基金-TISA類型新臺幣計價,A0032,野村投信,主動ETF-股
T3201B,2026-07-16,13.7,TWD,野村優質基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3227Y,2026-07-16,43.38,TWD,野村泰國基金,A0032,野村投信,被動ETF/共同基金
T3214A,2026-07-16,18.48,TWD,野村全球不動產證券化基金累積型新臺幣計價,A0032,野村投信,主動ETF-股
T3214B,2026-07-16,9.99,TWD,野村全球不動產證券化基金月配型新臺幣計價(本基金之配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3214E,2026-07-16,14.4,CNY,野村全球不動產證券化基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T3214F,2026-07-16,9.4,CNY,野村全球不動產證券化基金-月配類型人民幣計價(本基金之配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3214S,2026-07-16,10.17,TWD,野村全球不動產證券化基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3248Y,2026-07-16,23.09,TWD,野村中國機會基金-新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3248A,2026-07-16,8.57,USD,野村中國機會基金-美元計價,A0032,野村投信,主動ETF-股
T3248B,2026-07-16,9.01,CNY,野村中國機會基金-人民幣計價,A0032,野村投信,被動ETF/共同基金
T3251Y,2026-07-16,7.79,TWD,野村巴西基金,A0032,野村投信,被動ETF/共同基金
T3254Y,2026-07-16,22.57,TWD,野村雙印傘型基金之印度潛力基金,A0032,野村投信,被動ETF/共同基金
T3256A,2026-07-16,12.1378,TWD,野村亞太複合非投資等級債券基金-累積型新臺幣計價,A0032,野村投信,主動ETF-股
T3256B,2026-07-16,4.2955,TWD,野村亞太複合非投資等級債券基金-月配型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256E,2026-07-16,12.1574,CNY,野村亞太複合非投資等級債券基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T3256F,2026-07-16,4.6249,CNY,野村亞太複合非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256C,2026-07-16,9.3475,USD,野村亞太複合非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3256D,2026-07-16,4.1725,USD,野村亞太複合非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T3256S,2026-07-16,10.047,TWD,野村亞太複合非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3256G,2026-07-16,8.8462,TWD,野村亞太複合非投資等級債券基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
