代碼,日期,淨值,幣別,名稱,投信代碼,投信,分類
T3640D,2026-07-15,14.37,TWD,安聯AI收益成長多重資產基金-HA類型(累積)-新臺幣(避險)(本基金有相當比重,A0036,安聯投信,主動ETF-債
T3640E,2026-07-15,12.57,TWD,安聯AI收益成長多重資產基金-HB類型(月配息)-新臺幣(避險)(本基金有相當比,A0036,安聯投信,被動ETF/共同基金
T3640F,2026-07-15,12.57,TWD,安聯AI收益成長多重資產基金-HN類型(月配息)-新臺幣(避險)(本基金有相當比,A0036,安聯投信,被動ETF/共同基金
T3640G,2026-07-15,14.35,CNY,安聯AI收益成長多重資產基金-HA類型(累積)-人民幣(避險)(本基金有相當比重,A0036,安聯投信,被動ETF/共同基金
T3640H,2026-07-15,12.56,CNY,安聯AI收益成長多重資產基金-HB類型(月配息)-人民幣(避險)(本基金有相當比,A0036,安聯投信,被動ETF/共同基金
T3640J,2026-07-15,12.56,CNY,安聯AI收益成長多重資產基金-HN類型(月配息)-人民幣(避險)(本基金有相當比,A0036,安聯投信,被動ETF/共同基金
T3640K,2026-07-15,15.12,USD,安聯AI收益成長多重資產基金-A類型(累積)-美元(本基金有相當比重投資於非投資,A0036,安聯投信,被動ETF/共同基金
T3640L,2026-07-15,13.25,USD,安聯AI收益成長多重資產基金-B類型(月配息)-美元(本基金有相當比重投資於非投,A0036,安聯投信,被動ETF/共同基金
T3640M,2026-07-15,13.25,USD,安聯AI收益成長多重資產基金-N類型(月配息)-美元(本基金有相當比重投資於非投,A0036,安聯投信,被動ETF/共同基金
T3640N,2026-07-15,13.94,TWD,安聯AI收益成長多重資產基金-C類型(累積)-新臺幣(本基金有相當比重投資於非投,A0036,安聯投信,被動ETF/共同基金
T3640P,2026-07-15,15.01,USD,安聯AI收益成長多重資產基金-C類型(累積)-美元(本基金有相當比重投資於非投資,A0036,安聯投信,被動ETF/共同基金
00984A,2026-07-15,16.25,TWD,安聯台灣高息成長主動式ETF基金(本基金之配息來源可能為收益平準金且基金並無保證,A0036,安聯投信,主動ETF-股
00993A,2026-07-15,13.24,TWD,安聯台灣主動式ETF基金(本基金之配息來源可能為收益平準金且基金並無保證收益及配,A0036,安聯投信,主動ETF-股
00402A,2026-07-15,9.86,TWD,安聯美國科技領航主動式ETF基金(本基金之配息來源可能為收益平準金),A0036,安聯投信,主動ETF-股
T3620Y,2026-07-15,16.9991,TWD,安聯四季回報債券組合基金-A類型(累積)-新臺幣(本基金有相當比重之投資包含高風,A0036,安聯投信,被動ETF/共同基金
T3620B,2026-07-15,12.4993,USD,安聯四季回報債券組合基金-A類型(累積)-美元(本基金有相當比重之投資包含高風險,A0036,安聯投信,被動ETF/共同基金
T3620C,2026-07-15,8.5796,TWD,安聯四季回報債券組合基金-B類型(月配息)-新臺幣(本基金有相當比重之投資包含高,A0036,安聯投信,被動ETF/共同基金
T3620D,2026-07-15,10.996,TWD,安聯四季回報債券組合基金-P類型(累積)-新臺幣(本基金有相當比重之投資包含高風,A0036,安聯投信,主動ETF-債
T3620E,2026-07-15,10.5645,TWD,安聯四季回報債券組合基金-R類型(累積)-新臺幣(本基金有相當比重之投資包含高風,A0036,安聯投信,被動ETF/共同基金
T3605Y,2026-07-15,56.54,TWD,安聯全球生技趨勢基金-新臺幣,A0036,安聯投信,被動ETF/共同基金
T3605B,2026-07-15,14.4,USD,安聯全球生技趨勢基金-美元,A0036,安聯投信,被動ETF/共同基金
T3601Y,2026-07-15,316.21,TWD,安聯台灣大壩基金-A類型-新臺幣,A0036,安聯投信,被動ETF/共同基金
T3601B,2026-07-15,99.7,TWD,安聯台灣大壩基金-G類型-新臺幣,A0036,安聯投信,被動ETF/共同基金
T3602Y,2026-07-15,13.3705,TWD,安聯台灣貨幣市場基金,A0036,安聯投信,被動ETF/共同基金
T3604Y,2026-07-15,767.49,TWD,安聯台灣科技基金,A0036,安聯投信,被動ETF/共同基金
T3621Y,2026-07-15,31.1,TWD,安聯中國策略基金-新臺幣,A0036,安聯投信,被動ETF/共同基金
T3621B,2026-07-15,23.01,USD,安聯中國策略基金-美元,A0036,安聯投信,被動ETF/共同基金
T3621C,2026-07-15,9.38,CNY,安聯中國策略基金-人民幣,A0036,安聯投信,被動ETF/共同基金
T3622Y,2026-07-15,14.68,TWD,安聯全球油礦金趨勢基金,A0036,安聯投信,被動ETF/共同基金
T3623Y,2026-07-15,21.03,TWD,安聯中國東協基金,A0036,安聯投信,被動ETF/共同基金
T3626A,2026-07-15,14.2169,TWD,安聯四季豐收債券組合基金-A類型(累積)-新臺幣(本基金有一定比例之投資包含高風,A0036,安聯投信,主動ETF-股
T3626B,2026-07-15,6.978,TWD,安聯四季豐收債券組合基金-B類型(月配息)-新臺幣(本基金有一定比例之投資包含高,A0036,安聯投信,被動ETF/共同基金
T3626C,2026-07-15,15.2686,CNY,安聯四季豐收債券組合基金-A類型(累積)-人民幣(本基金有一定比例之投資包含高風,A0036,安聯投信,被動ETF/共同基金
T3626D,2026-07-15,7.4418,CNY,安聯四季豐收債券組合基金-B類型(月配息)-人民幣(本基金有一定比例之投資包含高,A0036,安聯投信,主動ETF-債
T3626E,2026-07-15,8.0844,USD,安聯四季豐收債券組合基金-B類型(月配息)-美元(本基金有一定比例之投資包含高風,A0036,安聯投信,被動ETF/共同基金
T3626F,2026-07-15,13.0751,USD,安聯四季豐收債券組合基金-A類型(累積)-美元(本基金有一定比例之投資包含高風險,A0036,安聯投信,被動ETF/共同基金
T3626G,2026-07-15,7.9048,TWD,安聯四季豐收債券組合基金-N類型(月配息)-新臺幣(本基金有一定比例之投資包含高,A0036,安聯投信,被動ETF/共同基金
T3626H,2026-07-15,7.9178,CNY,安聯四季豐收債券組合基金-N類型(月配息)-人民幣(本基金有一定比例之投資包含高,A0036,安聯投信,被動ETF/共同基金
T3626J,2026-07-15,8.4323,USD,安聯四季豐收債券組合基金-N類型(月配息)-美元(本基金有一定比例之投資包含高風,A0036,安聯投信,被動ETF/共同基金
T3627A,2026-07-15,21.29,TWD,安聯四季雙收入息組合基金-A類型(累積)-新臺幣(本基金並無保證收益及配息),A0036,安聯投信,主動ETF-股
T3627B,2026-07-15,14.95,TWD,安聯四季雙收入息組合基金-B類型(月配息)-新臺幣(本基金之配息來源可能為本金且,A0036,安聯投信,被動ETF/共同基金
